shots_ontarget_win,shots_ontarget_lost,shots_offtarget_win,shots_offtarget_lost,shotsblocked_win,shotsblocked_lost,chances2score_win,chances2score_lost,drib_success_win,drib_success_lost,drib_unsuccess_win,drib_unsuccess_lost,keypasses_win,keypasses_lost,owngoals_win,owngoals_lost,dangmistakes_win,dangmistakes_lost,ycards_win,ycards_lost,rcards_win,rcards_lost,interceptions_win,interceptions_lost,Predicted_Value,fixture_id
3.0,3.0,5.0,4.0,2.0,0.99999994,6.0,4.0,12.0,5.0,2.0,6.0,5.0,0.99999994,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,1.0,2.0,4.982384e-10,-1.5483717e-09,16.0,11.0,0.033432767,1710860
2.0,6.0,5.0,8.0,3.0,5.0,3.0000002,10.0,4.0,9.0,2.0,1.9999999,0.99999994,3.0,-1.8396495e-10,-2.7594743e-10,3.0,1.0,1.0,-6.426509e-08,4.982384e-10,-1.5483717e-09,23.0,11.0,0.0045742006,1710945
3.0,4.0,5.0,6.0,3.0,2.0,3.0000002,5.0,5.0,4.0,3.0,-6.3774515e-08,0.99999994,5.0,-1.8396495e-10,-2.7594743e-10,1.0,2.0,3.0,-6.426509e-08,4.982384e-10,-1.5483717e-09,24.0,29.0,0.9829609,1710981
3.0,3.0,2.0000002,4.0,2.0,0.99999994,0.9999997,9.0,10.0,1.9999998,3.0,3.0,0.99999994,0.99999994,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,1.0,-6.426509e-08,4.982384e-10,-1.5483717e-09,24.0,7.000001,0.9733493,1711071
1.0000001,9.0,5.0,3.0,1.0,-6.181222e-08,3.0000002,7.0,10.0,5.0,7.0,1.9999999,1.923047e-07,5.0,-1.8396495e-10,1.0,1.0,1.1283184e-08,1.0,1.0,4.982384e-10,-1.5483717e-09,22.0,11.0,0.005104759,1710877
1.0000001,6.0,5.0,8.0,2.0,5.0,4.0,5.0,3.0,5.0,3.0,4.0,1.923047e-07,3.0,-1.8396495e-10,-2.7594743e-10,2.0,1.1283184e-08,1.0,1.0,4.982384e-10,-1.5483717e-09,12.999999,16.0,0.00360461,1710936
6.0,0.99999994,10.0,5.0,5.0,3.0,13.0,3.0,8.0,12.0,1.0000002,5.0,2.0,-1.9721043e-07,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,3.0,2.0,4.982384e-10,-1.5483717e-09,24.0,32.0,0.98865974,1711006
6.0,0.99999994,8.0,4.0,5.0,-6.181222e-08,8.0,3.0,10.0,4.0,5.0,5.0,4.0,-1.9721043e-07,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,3.0,1.0,4.982384e-10,-1.5483717e-09,29.0,20.0,0.95696646,1711100
1.0000001,2.0,6.0,2.0,2.0,0.99999994,5.0,2.0,14.0,1.9999998,4.0,-6.3774515e-08,4.0,0.99999994,-1.8396495e-10,-2.7594743e-10,1.0,1.0,1.0,1.0,4.982384e-10,-1.5483717e-09,11.999999,11.0,0.00881108,1710909
2.0,0.99999994,9.0,2.3743743e-07,3.0,-6.181222e-08,9.0,-2.727587e-07,3.0,5.0,2.0,3.0,0.99999994,0.99999994,-1.8396495e-10,-2.7594743e-10,2.0,1.1283184e-08,2.0,1.0,4.982384e-10,-1.5483717e-09,19.0,14.0,0.0076157595,1710859
6.0,6.0,9.0,7.0,3.0,4.0,12.0,7.0,6.0,8.0,3.0,4.0,4.0,6.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,2.0,2.0,2.0,4.982384e-10,0.99999994,29.0,18.0,0.99489707,1711105
5.0,2.0,8.0,8.0,3.0,3.0,9.0,7.0,7.0,8.0,6.0,5.0,2.0,3.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,2.0,2.0,2.0,4.982384e-10,-1.5483717e-09,32.0,29.0,0.9941573,1711022
1.0000001,7.0,4.0,5.0,1.393228e-07,0.99999994,3.0000002,8.0,2.0,6.0,3.0,0.99999994,4.0,2.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.0,3.0,-6.426509e-08,4.982384e-10,-1.5483717e-09,24.0,19.0,0.0048000896,1710911
3.0,4.0,5.0,1.0000002,1.0,-6.181222e-08,7.0,4.0,6.0,5.0,4.0,5.0,6.0,0.99999994,-1.8396495e-10,1.0,-9.075604e-09,1.1283184e-08,1.0,1.0,4.982384e-10,-1.5483717e-09,12.999999,23.0,0.9954998,1711017
1.0000001,2.0,7.0,6.0,3.0,2.0,4.0,6.0,4.0,4.0,7.0,4.0,2.0,2.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.0,1.0,-6.426509e-08,4.982384e-10,-1.5483717e-09,34.0,13.0,0.010888391,1710836
5.0,0.99999994,6.0,3.0,2.0,-6.181222e-08,6.0,4.0,8.0,5.0,5.0,8.0,4.0,2.0,-1.8396495e-10,-2.7594743e-10,1.0,1.1283184e-08,2.0,3.0,4.982384e-10,-1.5483717e-09,22.0,18.0,0.9939937,1711173
5.0,0.99999994,5.0,2.0,3.0,0.99999994,4.0,2.0,3.0,1.9999998,1.0000002,1.9999999,2.0,-1.9721043e-07,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.0,-4.2189296e-08,-6.426509e-08,4.982384e-10,-1.5483717e-09,13.999999,37.0,0.9952348,1711042
8.0,4.0,8.0,6.0,5.0,-6.181222e-08,9.0,9.0,3.0,11.0,3.0,11.0,3.0,4.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.0,1.0,1.0,4.982384e-10,0.99999994,25.0,37.0,0.9949536,1711083
8.0,3.0,7.0,6.0,2.0,3.0,13.0,5.0,7.0,0.99999976,4.0,7.0,5.0,2.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,1.0,2.0,4.982384e-10,0.99999994,21.0,20.0,0.9935853,1711108
9.0,4.0,14.0,3.0,7.9999995,-6.181222e-08,11.0,4.0,8.0,5.0,2.433243e-07,4.0,6.0,2.0,-1.8396495e-10,-2.7594743e-10,3.0,4.0,-4.2189296e-08,1.0,4.982384e-10,-1.5483717e-09,15.0,31.0,0.9916505,1710802
3.0,5.0,8.0,2.0,2.0,-6.181222e-08,11.0,5.0,18.0,3.0,11.0,11.0,4.0,0.99999994,1.0,-2.7594743e-10,1.0,1.0,1.0,3.0,4.982384e-10,-1.5483717e-09,21.0,28.0,0.0043074195,1710805
3.0,2.0,8.0,8.0,3.0,3.0,7.0,5.0,8.0,1.9999998,3.0,4.0,3.0,3.0,-1.8396495e-10,-2.7594743e-10,2.0,3.0,2.0,-6.426509e-08,4.982384e-10,-1.5483717e-09,19.0,19.0,0.03616402,1710910
1.0000001,6.0,5.0,7.0,3.0,3.0,2.0000002,6.0,6.0,13.0,2.0,3.0,1.923047e-07,4.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,2.0,1.0,1.0,4.982384e-10,-1.5483717e-09,27.0,28.0,0.0042555383,1710866
10.0,4.0,12.0,3.0,6.9999995,2.0,13.0,3.0,1.0000002,8.0,2.0,4.0,6.0,0.99999994,-1.8396495e-10,-2.7594743e-10,1.0,1.1283184e-08,1.0,2.0,4.982384e-10,0.99999994,6.0000005,30.0,0.005989507,1710943
5.0,4.0,9.0,5.0,5.0,3.0,9.0,7.0,3.0,4.0,11.0,4.0,7.0,2.0,-1.8396495e-10,-2.7594743e-10,2.0,2.0,-4.2189296e-08,-6.426509e-08,4.982384e-10,-1.5483717e-09,26.0,22.0,0.9827608,1711172
4.0,0.99999994,7.0,6.0,2.0,2.0,7.0,4.0,5.0,3.0,7.0,6.0,7.0,3.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,1.0,2.0,4.982384e-10,-1.5483717e-09,17.0,29.0,0.9943462,1711020
4.0,3.0,7.0,2.0,2.0,-6.181222e-08,6.0,4.0,4.0,7.0,5.0,0.99999994,2.0,5.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,2.0,1.0,4.982384e-10,-1.5483717e-09,34.0,22.0,0.9746397,1711067
2.0,5.0,9.0,7.0,5.0,0.99999994,8.0,8.0,5.0,2.452866e-07,3.0,-6.3774515e-08,7.0,0.99999994,1.0,-2.7594743e-10,1.0,1.0,1.0,1.0,4.982384e-10,-1.5483717e-09,23.0,16.0,0.0033034536,1710927
5.0,4.0,2.0000002,8.0,1.393228e-07,2.0,7.0,6.0,5.0,4.0,6.0,4.0,5.0,-1.9721043e-07,-1.8396495e-10,-2.7594743e-10,1.0,1.1283184e-08,4.0,1.0,4.982384e-10,-1.5483717e-09,21.0,19.0,0.0095386,1710920
2.0,1.5796458e-07,10.0,4.0,4.0,2.0,8.0,4.0,6.0,4.0,7.0,8.0,3.0,2.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.0,1.0,4.0,4.982384e-10,-1.5483717e-09,28.0,33.0,0.9946189,1711118
2.0,4.0,5.0,8.0,3.0,3.0,2.0000002,12.0,4.0,4.0,1.0000002,1.9999999,3.0,3.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,-4.2189296e-08,1.0,4.982384e-10,-1.5483717e-09,27.0,3.9999998,0.9637787,1711136
2.0,10.0,5.0,7.0,2.0,4.0,4.0,12.0,8.0,1.9999998,7.0,3.0,3.0,3.0,-1.8396495e-10,-2.7594743e-10,1.0,2.0,1.0,1.0,4.982384e-10,-1.5483717e-09,29.0,22.0,0.0033459791,1710940
4.0,3.0,6.0,2.0,3.0,0.99999994,11.0,3.0,4.0,1.9999998,3.0,8.0,0.99999994,2.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.0,1.0,2.0,4.982384e-10,-1.5483717e-09,13.999999,22.0,0.010539011,1710853
5.0,1.5796458e-07,6.0,5.0,1.0,2.0,5.0,2.0,10.0,5.0,8.0,0.99999994,3.0,-1.9721043e-07,-1.8396495e-10,-2.7594743e-10,1.0,1.1283184e-08,1.0,1.0,4.982384e-10,-1.5483717e-09,20.0,22.0,0.99528486,1711016
3.0,7.0,13.0,4.0,6.0,2.0,9.0,8.0,10.0,5.0,4.0,4.0,4.0,5.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,-4.2189296e-08,1.0,4.982384e-10,-1.5483717e-09,16.0,22.0,0.009052008,1710889
2.0,7.0,2.0000002,5.0,1.393228e-07,2.0,5.0,9.0,7.0,4.0,6.0,-6.3774515e-08,2.0,3.0,-1.8396495e-10,-2.7594743e-10,3.0,4.0,1.0,-6.426509e-08,4.982384e-10,-1.5483717e-09,35.0,21.0,0.003074471,1710832
2.0,7.0,4.0,12.0,2.0,2.0,4.0,13.0,6.0,1.9999998,5.0,3.0,2.0,3.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,-4.2189296e-08,1.0,4.982384e-10,-1.5483717e-09,12.999999,33.0,0.0057318253,1710972
1.0000001,1.5796458e-07,6.0,2.0,2.0,0.99999994,4.0,2.0,6.0,6.0,5.0,-6.3774515e-08,0.99999994,3.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,2.0,2.0,1.0,4.982384e-10,-1.5483717e-09,32.0,29.0,0.9937465,1711146
1.0498267e-07,5.0,6.0,3.0,2.0,2.0,6.0,5.0,6.0,12.0,4.0,8.0,0.99999994,3.0,-1.8396495e-10,1.0,-9.075604e-09,1.0,3.0,3.0,4.982384e-10,-1.5483717e-09,26.0,26.0,0.99380773,1711000
1.0000001,9.0,2.0000002,8.0,1.393228e-07,4.0,3.0000002,12.0,5.0,6.0,3.0,1.9999999,3.0,5.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,3.0,1.0,4.982384e-10,-1.5483717e-09,38.0,17.0,0.0071547837,1710816
1.0000001,2.0,6.0,2.0,2.0,0.99999994,2.0000002,2.0,3.0,6.0,2.0,0.99999994,0.99999994,2.0,-1.8396495e-10,-2.7594743e-10,2.0,1.1283184e-08,4.0,-6.426509e-08,4.982384e-10,-1.5483717e-09,22.0,20.0,0.9680293,1711176
2.0,6.0,2.0000002,2.0,1.0,-6.181222e-08,4.0,6.0,7.0,4.0,1.0000002,3.0,2.0,2.0,-1.8396495e-10,-2.7594743e-10,1.0,1.1283184e-08,2.0,1.0,4.982384e-10,-1.5483717e-09,32.0,28.0,0.0048158644,1710837
2.0,2.0,6.0,9.0,1.0,0.99999994,5.0,8.0,4.0,6.0,7.0,4.0,3.0,5.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,2.0,2.0,-6.426509e-08,4.982384e-10,-1.5483717e-09,24.0,29.0,0.9740781,1711157
1.0000001,5.0,6.0,15.0,2.0,7.0,4.0,6.0,3.0,12.0,4.0,4.0,0.99999994,3.0,-1.8396495e-10,-2.7594743e-10,1.0,1.0,2.0,1.0,4.982384e-10,-1.5483717e-09,18.0,21.0,0.0033077172,1710807
6.0,2.0,6.0,8.0,4.0,2.0,8.0,9.0,11.0,9.0,3.0,10.0,3.0,3.0,-1.8396495e-10,-2.7594743e-10,3.0,1.0,2.0,3.0,4.982384e-10,-1.5483717e-09,31.0,21.0,0.99496955,1710977
2.0,4.0,2.0000002,7.0,1.393228e-07,3.0,4.0,7.0,7.0,9.0,3.0,1.9999999,3.0,4.0,-1.8396495e-10,-2.7594743e-10,5.0,1.1283184e-08,1.0,1.0,4.982384e-10,-1.5483717e-09,23.0,23.0,0.0032313217,1710847
3.0,3.0,13.0,6.0,6.0,0.99999994,6.0,7.0,7.0,3.0,2.433243e-07,5.0,5.0,2.0,-1.8396495e-10,-2.7594743e-10,2.0,1.0,-4.2189296e-08,-6.426509e-08,4.982384e-10,-1.5483717e-09,12.999999,24.0,0.9534275,1711014
3.0,6.0,5.0,3.0,3.0,0.99999994,2.0000002,9.0,5.0,9.0,1.0000002,7.0,1.923047e-07,5.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.0,-4.2189296e-08,1.0,4.982384e-10,-1.5483717e-09,34.0,14.0,0.98179847,1711066
7.0,0.99999994,6.0,2.3743743e-07,1.0,-6.181222e-08,8.0,0.9999997,9.0,6.0,2.0,5.0,6.0,0.99999994,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,1.0,1.0,4.982384e-10,-1.5483717e-09,13.999999,17.0,0.9934495,1711003
7.0,6.0,5.0,6.0,4.0,2.0,6.0,7.0,4.0,10.0,8.0,11.0,2.0,4.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,3.0,1.0,-6.426509e-08,4.982384e-10,-1.5483717e-09,16.0,27.0,0.0102691455,1710890
6.0,6.0,9.0,9.0,2.0,3.0,8.0,10.0,8.0,5.0,5.0,1.9999999,3.0,6.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,-4.2189296e-08,1.0,4.982384e-10,-1.5483717e-09,22.0,27.0,0.9803964,1710999
2.0,1.5796458e-07,8.0,3.0,3.0,2.0,2.0000002,0.9999997,3.0,7.0,1.0000002,8.0,0.99999994,0.99999994,-1.8396495e-10,-2.7594743e-10,2.0,1.0,-4.2189296e-08,1.0,4.982384e-10,-1.5483717e-09,9.0,26.0,0.9949951,1710987
8.0,0.99999994,5.0,5.0,2.0,3.0,8.0,3.0,9.0,5.0,12.0,1.9999999,2.0,0.99999994,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,1.0,1.0,4.982384e-10,0.99999994,31.0,17.0,0.9956119,1711153
7.0,3.0,4.0,4.0,3.0,-6.181222e-08,6.0,5.0,2.0,5.0,3.0,0.99999994,3.0,2.0,-1.8396495e-10,-2.7594743e-10,3.0,1.1283184e-08,3.0,1.0,4.982384e-10,-1.5483717e-09,12.999999,29.0,0.9939195,1711084
2.0,4.0,7.0,4.0,4.0,2.0,5.0,5.0,4.0,7.0,4.0,3.0,2.0,0.99999994,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.0,3.0,-6.426509e-08,4.982384e-10,-1.5483717e-09,18.0,8.0,0.017870134,1710902
7.0,3.0,7.0,2.3743743e-07,4.0,-6.181222e-08,9.0,3.0,17.0,6.0,12.0,6.0,3.0,-1.9721043e-07,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.0,1.0,1.0,4.982384e-10,-1.5483717e-09,26.0,41.0,0.9955829,1711090
2.0,4.0,3.0,7.0,1.393228e-07,2.0,4.0,9.0,1.0000002,0.99999976,2.0,-6.3774515e-08,0.99999994,3.0,-1.8396495e-10,-2.7594743e-10,1.0,1.0,-4.2189296e-08,-6.426509e-08,4.982384e-10,-1.5483717e-09,22.0,10.0,0.019305296,1710893
1.0000001,7.0,4.0,8.0,1.393228e-07,4.0,5.0,11.0,5.0,0.99999976,3.0,0.99999994,1.923047e-07,2.0,-1.8396495e-10,-2.7594743e-10,6.0,1.1283184e-08,1.0,-6.426509e-08,4.982384e-10,-1.5483717e-09,23.0,18.0,0.0031015952,1710863
5.0,2.0,6.0,3.0,1.0,0.99999994,10.0,3.0,6.0,3.0,2.0,4.0,2.0,0.99999994,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,-4.2189296e-08,1.0,4.982384e-10,-1.5483717e-09,12.999999,33.0,0.9816823,1711037
4.0,4.0,9.0,3.0,4.0,2.0,9.0,5.0,7.0,8.0,2.0,5.0,0.99999994,2.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,1.0,3.0,4.982384e-10,-1.5483717e-09,16.0,29.0,0.022631181,1710858
6.0,2.0,3.0,4.0,1.393228e-07,0.99999994,7.0,4.0,7.0,7.0,3.0,5.0,3.0,-1.9721043e-07,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,2.0,1.0,3.0,4.982384e-10,-1.5483717e-09,31.0,25.0,0.99490356,1710978
3.0,4.0,9.0,4.0,1.0,2.0,6.0,5.0,8.0,0.99999976,5.0,0.99999994,2.0,-1.9721043e-07,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.0,-4.2189296e-08,2.0,4.982384e-10,-1.5483717e-09,19.0,13.0,0.017679699,1710833
4.0,6.0,3.0,4.0,1.393228e-07,2.0,4.0,7.0,5.0,10.0,4.0,10.0,0.99999994,3.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,3.0,3.0,3.0,4.982384e-10,-1.5483717e-09,22.0,13.0,0.9870243,1711082
2.0,1.5796458e-07,4.0,8.0,1.393228e-07,5.0,4.0,6.0,1.0000002,3.0,1.0000002,6.0,3.0,-1.9721043e-07,1.0,-2.7594743e-10,-9.075604e-09,1.0,1.0,-6.426509e-08,4.982384e-10,-1.5483717e-09,13.999999,10.0,0.9955148,1711074
1.0000001,6.0,9.0,7.0,2.0,5.0,3.0000002,10.0,18.0,4.0,6.0,4.0,0.99999994,5.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.0,1.0,1.0,4.982384e-10,-1.5483717e-09,10.0,30.0,0.012209053,1710915
1.0498267e-07,5.0,6.0,8.0,3.0,5.0,3.0000002,4.0,11.0,0.99999976,1.0000002,0.99999994,0.99999994,0.99999994,-1.8396495e-10,-2.7594743e-10,3.0,1.1283184e-08,1.0,2.0,4.982384e-10,-1.5483717e-09,27.0,15.0,0.0031065326,1710857
5.0,0.99999994,8.0,6.0,2.0,3.0,12.0,4.0,3.0,4.0,1.0000002,5.0,3.0,2.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,4.0,1.0,-6.426509e-08,4.982384e-10,-1.5483717e-09,27.0,15.0,0.9826973,1711135
1.0000001,7.0,6.0,7.0,1.0,2.0,4.0,6.0,6.0,9.0,3.0,6.0,3.0,8.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.0,-4.2189296e-08,-6.426509e-08,4.982384e-10,-1.5483717e-09,26.0,14.0,0.005008169,1710867
4.0,4.0,11.0,4.0,3.0,-6.181222e-08,11.0,5.0,5.0,7.0,4.0,6.0,7.0,3.0,-1.8396495e-10,-2.7594743e-10,4.0,1.1283184e-08,2.0,1.0,4.982384e-10,-1.5483717e-09,21.0,33.0,0.030339736,1710935
2.0,1.5796458e-07,10.0,5.0,6.9999995,3.0,7.0,2.0,7.0,11.0,2.433243e-07,8.0,7.0,2.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,-4.2189296e-08,-6.426509e-08,4.982384e-10,-1.5483717e-09,24.0,27.0,0.9859616,1711086
3.0,5.0,6.0,7.0,1.0,0.99999994,5.0,6.0,4.0,8.0,7.0,5.0,0.99999994,0.99999994,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,3.0,3.0,4.982384e-10,-1.5483717e-09,20.0,26.0,0.005168015,1710861
5.0,3.0,6.0,7.0,3.0,3.0,9.0,7.0,6.0,8.0,6.0,5.0,0.99999994,2.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,1.0,3.0,4.982384e-10,-1.5483717e-09,25.0,22.0,0.97804856,1711019
7.0,2.0,7.0,9.0,4.0,5.0,5.0,5.0,3.0,10.0,1.0000002,7.0,2.0,0.99999994,-1.8396495e-10,-2.7594743e-10,1.0,1.1283184e-08,2.0,-6.426509e-08,4.982384e-10,-1.5483717e-09,11.999999,24.0,0.99232763,1711053
1.0000001,3.0,9.0,3.0,4.0,0.99999994,5.0,5.0,10.0,1.9999998,3.0,4.0,1.923047e-07,3.0,-1.8396495e-10,-2.7594743e-10,1.0,1.1283184e-08,1.0,1.0,4.982384e-10,-1.5483717e-09,35.0,16.0,0.008740537,1710806
2.0,2.0,5.0,7.0,3.0,0.99999994,2.0000002,3.0,7.0,6.0,3.0,10.0,0.99999994,0.99999994,-1.8396495e-10,-2.7594743e-10,5.0,1.0,1.0,2.0,4.982384e-10,-1.5483717e-09,17.0,21.0,0.012583532,1710949
1.0000001,6.0,3.0,13.0,1.0,9.0,4.0,11.0,3.0,6.0,5.0,3.0,2.0,6.9999995,-1.8396495e-10,-2.7594743e-10,1.0,1.1283184e-08,3.0,1.0,4.982384e-10,-1.5483717e-09,15.0,18.0,0.0052856165,1710880
9.0,4.0,11.0,2.0,4.0,0.99999994,12.0,5.0,10.0,8.0,2.0,5.0,7.0,4.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,3.0,-4.2189296e-08,1.0,4.982384e-10,-1.5483717e-09,23.0,23.0,0.9947798,1710996
4.0,0.99999994,2.0000002,8.0,1.0,6.0,3.0000002,4.0,3.0,0.99999976,6.0,3.0,0.99999994,2.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,-4.2189296e-08,1.0,4.982384e-10,-1.5483717e-09,35.0,34.0,0.98999196,1711154
4.0,2.0,14.999999,3.0,6.0,-6.181222e-08,10.0,5.0,1.0000002,1.9999998,2.0,1.9999999,3.0,4.0,-1.8396495e-10,-2.7594743e-10,3.0,1.1283184e-08,-4.2189296e-08,-6.426509e-08,4.982384e-10,-1.5483717e-09,18.0,25.0,0.9764474,1711116
7.0,1.5796458e-07,8.0,1.0000002,3.0,-6.181222e-08,9.0,-2.727587e-07,6.0,3.0,8.0,0.99999994,3.0,2.0,-1.8396495e-10,1.0,-9.075604e-09,2.0,-4.2189296e-08,-6.426509e-08,4.982384e-10,-1.5483717e-09,15.0,17.0,0.99564654,1711161
1.0000001,3.0,4.0,3.0,2.0,0.99999994,2.0000002,4.0,9.0,4.0,7.0,1.9999999,1.923047e-07,4.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.0,2.0,2.0,4.982384e-10,-1.5483717e-09,18.0,14.0,0.021632794,1710871
6.0,3.0,16.0,3.0,7.9999995,0.99999994,7.0,4.0,7.0,4.0,4.0,4.0,6.0,2.0,-1.8396495e-10,1.0,1.0,1.0,1.0,2.0,4.982384e-10,-1.5483717e-09,26.0,17.0,0.99542314,1711051
4.0,0.99999994,8.0,5.0,3.0,3.0,8.0,3.0,7.0,2.452866e-07,2.0,1.9999999,0.99999994,-1.9721043e-07,-1.8396495e-10,-2.7594743e-10,2.0,1.1283184e-08,1.0,3.0,4.982384e-10,-1.5483717e-09,22.0,33.0,0.007568959,1710913
1.0000001,4.0,4.0,10.0,1.0,3.0,5.0,12.0,2.0,5.0,3.0,3.0,0.99999994,3.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,2.0,-4.2189296e-08,-6.426509e-08,4.982384e-10,-1.5483717e-09,12.999999,22.0,0.018466914,1710850
8.0,3.0,4.0,5.0,1.0,0.99999994,8.0,6.0,2.0,0.99999976,5.0,4.0,2.0,0.99999994,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,1.0,-6.426509e-08,4.982384e-10,-1.5483717e-09,11.999999,15.0,0.99106044,1711109
2.0,5.0,5.0,11.0,4.0,3.0,4.0,9.0,6.0,6.0,3.0,3.0,1.923047e-07,5.0,-1.8396495e-10,-2.7594743e-10,2.0,1.1283184e-08,1.0,3.0,4.982384e-10,-1.5483717e-09,13.999999,9.0,0.0033915848,1710812
4.0,2.0,3.0,2.3743743e-07,1.393228e-07,-6.181222e-08,5.0,0.9999997,8.0,10.0,3.0,7.0,2.0,0.99999994,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.0,1.0,3.0,4.982384e-10,-1.5483717e-09,13.999999,31.0,0.9938426,1711065
2.0,3.0,3.0,12.0,1.0,4.0,5.0,9.0,7.0,13.0,3.0,3.0,1.923047e-07,0.99999994,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,5.0,2.0,4.982384e-10,-1.5483717e-09,23.0,17.0,0.017264616,1710959
2.0,5.0,3.0,8.0,1.393228e-07,2.0,2.0000002,7.0,3.0,8.0,4.0,-6.3774515e-08,1.923047e-07,2.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,2.0,-4.2189296e-08,-6.426509e-08,4.982384e-10,-1.5483717e-09,30.0,9.0,0.0033312486,1710928
1.0498267e-07,7.0,3.0,10.0,1.0,5.0,4.0,10.0,2.0,9.0,6.0,5.0,1.923047e-07,0.99999994,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.0,1.0,1.0,4.982384e-10,-1.5483717e-09,19.0,20.0,0.0031332613,1710918
5.0,2.0,7.0,5.0,6.9999995,2.0,4.0,7.0,13.0,7.0,2.0,3.0,1.923047e-07,2.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,2.0,1.0,3.0,4.982384e-10,-1.5483717e-09,21.0,13.0,0.99433446,1711142
2.0,4.0,9.0,4.0,5.0,0.99999994,4.0,6.0,11.0,5.0,6.0,7.0,2.0,2.0,-1.8396495e-10,-2.7594743e-10,1.0,1.1283184e-08,-4.2189296e-08,1.0,4.982384e-10,-1.5483717e-09,11.999999,13.0,0.9532299,1711156
1.0498267e-07,2.0,4.0,5.0,2.0,0.99999994,2.0000002,4.0,4.0,5.0,1.0000002,1.9999999,1.923047e-07,6.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,2.0,2.0,1.0,-1.5483717e-09,27.0,9.0,0.0036857685,1710924
1.0498267e-07,0.99999994,14.999999,5.0,4.0,2.0,7.0,3.0,5.0,5.0,5.0,4.0,5.0,0.99999994,-1.8396495e-10,-2.7594743e-10,1.0,1.1283184e-08,1.0,-6.426509e-08,4.982384e-10,0.99999994,15.0,17.0,0.009212582,1710813
2.0,8.0,5.0,8.0,1.393228e-07,3.0,7.0,9.0,1.0000002,8.0,5.0,7.0,2.0,2.0,-1.8396495e-10,-2.7594743e-10,5.0,1.1283184e-08,1.0,1.0,4.982384e-10,-1.5483717e-09,22.0,21.0,0.0030641495,1710819
